esiss_resource_id,Post Type,Title,Content,Slug,Status,Categories,Tags,Reading Box,Year Levels,Genres,Theme,Fiction/Non-fiction,Strategies,Ages,esiss_page_count,esiss_word_count,esiss_strategy,esiss_free_sample,esiss_blurb,esiss_related,esiss_activities,wushka_quiz_id,esiss_hfw,wushka_levels,wushka_comprehension,wushka_text_type,esiss_sounds,esiss_curriculum,Phase ,Tricky Words ,
200084,ebook,Little Ducklings,"The little ducklings each set off down the track until Mother Duck calls them back. Word Study - High-frequency words: Little, little, went, down, the, said, - Punctuation: full stops, exclamation mark, quotation marks, capital letters, - Phonics and phonemic awareness: - - D d - Duck, Ducklings, down, duck, ducklings, - - Th, th - Three, the, - - onsets and rimes - d/own, tr/ack ,w/ent, , Skills and Strategies - Reading Little Ducklings will reinforce the following objectives and give the children the opportunity to: - identify high-frequency or interest words, - emphasise left-to-right movement to reinforce directionality, - use the context of the story to make predictions, - innovate on the story to create own version of stories plays and songs, Materials - copies of words and punctuation for this book from page 12six, - copies of BLM, pencils, scissors, glue, - Popsicle sticks, material, glue. For more information please see our Lesson Plan.",little-ducklings,publish,eBook,,Red (Levels 3-5),a-Kindergarten,General narrative,Animals birds and insects|Maths,Fiction,Activating prior knowledge|Summarising|Using graphic sources,b-5,16,56,"Using graphic sources, Summarising, Activating prior knowledge",,Where are all the ducklings? They have gone down the track. How does Mother Duck get them all back?,"200082, 200088","How many ducklings are in the story?
If one duckling was lost, how many would be left?
If three ducklings went swimming, how many would be left?",21,"little, went, down, the, said",3,"Summarising, Making Connections",General Narrative,,,,,
200085,ebook,That Cat,"A poem about a cat who likes to play with lots of things around the house before he settles down to eat. Word Study - High-frequency words: That, Cat, cat, likes, to, play, with, - Punctuation: full stops, exclamation mark, capital letters, - Phonics and phonemic awareness: - - C, c - Cat, cat, - - Th, th - That, with, - - p - paper, play, - - onsets and rimes - b/ats, c/at, h/ats, th/at, - - plurals - hats, shoes, toys, , Skills and Strategies - Reading That Cat will reinforce the following objectives and give the children the opportunity to: - recognise rhyming words, - understand that text must make sense and use cues to monitor this, - use the context of the story to make predictions, - use text as a model for writing, Materials - copies of words and punctuation for this book from page 131, - copies of BLM, pencils, markers, - paper, craft materials, an old hat, a soft toy, cat ,or a photograph of a real one. For more information please see our Lesson Plan.",that-cat,publish,eBook,,Red (Levels 3-5),a-Kindergarten,General narrative,Animals birds and insects,Fiction,Determining author's purpose|Making predictions|Using graphic sources,b-5,16,56,"Using graphic sources, Making predictions, Determining author's purpose",,"This is a poem about a cat that likes to play. It plays with shoes, and it plays with hats. Does it play at dinner time?","200092, 200082, 200087","This cat likes to play with all kinds of things.
Do you know someone who has a pet?
What does it like to play with?
Make a toy for the pet to play with.",22,"that, cat, likes, to, play, with",3,"Making Predictions, Recognising Bias and Prejudice",General Narrative,,,,,
200086,ebook,Looking Down,"A boy talks about the things he can see as he is looking down on the city from a balcony. Word Study - High-frequency words: Down, I, can, see, some, down, up, here, - Punctuation: full stops, exclamation mark, capital letters, - Phonics and phonemic awareness: - - s - see, some, streets, shops - - c - can, cars, - - D, d - Down, dogs, down, - - th - there, - - onsets and rimes - c/an, w/ay, - - plurals - birds, cars, dogs, shops, streets, trees, , Skills and Strategies - Reading Looking Down will reinforce the following objectives and give the children the opportunity to: - use knowledge of onset and rime to create new words, - emphasise left-to-right movement to reinforce directionality, - locate information, - write labels or captions for a specific purpose, Materials - copies of words and punctuation for this book from page 138, - copies of BLM, pencils, scissors, glue, markers, - a large piece of paper, toy, cars, toy people, toy buildings, magazines, pictures of buildings, cars and people, photocopies of pictures of the children in the class. For more information please see our Lesson Plan.",looking-down,publish,eBook,,Red (Levels 3-5),a-Kindergarten,General narrative,Leisure and recreation|School and community,Fiction,Determining main ideas|Making predictions|Monitoring for meaning,b-5,16,66,"Determining main ideas, Making predictions, Monitoring for meaning",,I live in a tall building. When I look down I can see lots of things. But what can I see up here?,"200066, 200090, 200065","The boy can see lots of things when he looks  down.
What can you see when you look out the window?
Draw a picture of the things you see.
Write a label for each thing.",23,"down, I, can, see, some, up, here",3,"Finding Main Ideas, Making Predictions, Monitoring and Clarifying",General Narrative,,,,,
200087,ebook,Edmond Went Splash!,"Several animals go down a water slide with some enjoying the experience more than others.  Word Study - High-frequency words: Went, went, down, the, My, said, - Punctuation: full stops, quotation marks, commas, exclamation marks, capital letters, - Phonics and phonemic awareness: - - M - Monkey, My, - - S s - Snake, Splash, said, slide, - - T t - Tiger, the, turn, - - onsets and rimes - d/own, sl/ide, w/ent, , - Use of capital letters for animal names, for example, Giraffe, Parrot, Tiger, Skills and Strategies - Reading Edmond Went Splash! will reinforce the following objectives and give the children the opportunity to: - use knowledge of onset and rime to create new words, - understand that text must make sense and use cues to monitor this, - use the context of the story to make predictions, - innovate on the story to create own versions of stories plays and songs, Materials - copies of words and punctuation for this book from page 133, - copies of BLM, pencils, markers, - crayons, paper. For more information please see our Lesson Plan.",edmond-went-splash,publish,eBook,,Red (Levels 3-5),a-Kindergarten,General narrative,Animals birds and insects,Fiction,Making connections|Synthesising|Using graphic sources,b-5,16,72,"Making connections, Using graphic sources, Synthesising",Y,The animals are having fun on the water slide. The all have a turn. What happens when Edmond the elephant slides down?,"200088, 200082, 200067","Edmond made a big splash.
Imagine you went down the slide next.
Write your name in the sentence below.
Edmond went down the slide.
""My turn,"" said _________.",24,"went, down, the, my, said",3,Making Connections,General Narrative,,,,,
200088,ebook,Hide-and-seek,"A horse plays hide-and-seek with his farm animal friends. Word Study - High-frequency words: and, said, is, that, away, to, dog, cat, Here, I, come, - Punctuation: full stops, exclamation mark, commas, quotation marks, question mark, capital letters, - Phonics and phonemic awareness: - - C, c - Cat, Cow, come, - - H, h - Here, Horse, hide, - - S, s - Seven, Sheep, Six, said, - - T, t - Three, Two, to, - - onsets and rimes - r/an, aw/ay, c/at, h/ide, , Skills and Strategies - Reading Hide-and-seek will reinforce the following objectives and give the children the opportunity to: - discuss new words contained within the story, - understand that the text must make sense and use cues to monitor this, - use visual cues to monitor that reading is making sense, - select information from the story for a specific purpose, Materials - copies of words and punctuation for this book from page 13six, - copies of BLM pencils scissors glue, - a selection of toy animals. For more information please see our Lesson Plan.",hide-and-seek,publish,eBook,,Red (Levels 3-5),a-Kindergarten,General narrative,Animals birds and insects,Fiction,Determining main ideas|Making predictions|Using graphic sources,b-5,16,70,"Making predictions, Using graphic sources, Determining main ideas",,It is fun to play hide-and-seek. Horse counts and the animals run away. Mouse finds the best place to hide.,"200082, 200087, 200092,","The animals played hide-and-seek.
Play hide-and-seek with your family.
Find the best hiding places in your house.
When you are counting, count backwards from twenty.",25,"and, go, said, away, to, dog, cat, here, I, come, is, that",3,"Making Predictions, Finding Main Ideas",General Narrative,,,,,
200089,ebook,Look at This Mess!,"A story about two children trying to clear away their mess without success until Mum comes to help.  Word Study - High-frequency words: Look, Mum, They, This, all, at, away, the, this, up, said, - Punctuation: full stops, exclamation marks, quotation marks, capital letters, - Phonics and phonemic awareness: - - M, m - Mess, Mum, mess, - - Th, th - They, This, the, this, - - a - all, animals, at, away, - - b - blocks, books, - - c - cars, clothes, - - plurals - animals, blocks, books, cars, clothes, toys, - - onset and rime - a/way, , Skills and Strategies Reading Look at This Mess! will reinforce the following objectives and give the children the opportunity to: - hear and recall the sounds in words sequentially, - emphasise left-to-right movement to reinforce directionality, - monitor reading and ensure that it is making sense using meaning and structural and visual information from the story, - use text as a model for writing, Materials - copies of words and punctuation for this book from page 137, - copies of BLM, pencils, scissors, glue, - a selection of dress up clothes and toys, a small box or case, magnetic letters play dough, glue. For more information please see our Lesson Plan.",look-at-this-mess,publish,eBook,,Red (Levels 3-5),a-Kindergarten,General narrative,Humour|Relationships,Fiction,Comparing and contrasting|Making connections|Making predictions,b-5,16,54,"Making connections, Making predictions, Comparing and contrasting",,There are blocks on the floor. There are toys on the floor. There are clothes on the floor. Can the children tidy up the mess?,"200092, 200085, 200061,","Mum says, ""Look at this mess!""
The exclamation mark tells you that Mum said this loudly.
Which of these sentences need exclamation marks:
I have a pet cat
Help, I'm lost
They put away the toys
Look out for the car
Write the exclamation marks.",26,"look, at, said, mum, they, away, all, the, up, this",3,"Making Connections, Making Predictions, Compare and Contrast",General Narrative,,,,,
200090,ebook,Lunchtime at the Zoo,"A boy and his mother visit the zoo with a picnic lunch for both themselves and the animals. However they are not allowed to feed the animals. Word Study - High-frequency words: No, at, said, the, - Punctuation: full stops, exclamation mark, commas, quotation marks, capital letters, - Phonics and phonemic awareness: - - Z ,z - Zoo, zebras, zookeeper, - - L, l - Lunchtime, lions, - - plurals - bears, elephants, giraffes, lions, monkeys, parrots, zebras, - - compound words - zookeeper, lunchtime, , Skills and Strategies - Reading Lunchtime at the Zoo will reinforce the following objectives and give the children the opportunity to: - discuss new words contained within the story, - emphasise left-to-right movement to reinforce directionality, - locate information, - select information from the story for a specific purpose, Materials - copies of words and punctuation for this book from page 127, - copies of BLM, markers, pencils, - plastic zoo animals, picnic basket, food, paper. For more information please see our Lesson Plan.",lunchtime-at-the-zoo,publish,eBook,,Red (Levels 3-5),a-Kindergarten,General narrative,Animals birds and insects|Food|Leisure and recreation,Fiction,Analysing themes|Determining author's purpose|Making inferences,b-5,16,57,"Making inferences, Determining author's purpose, Analysing themes",,A boy and his mum visit the zoo. The can't feed the animals. They can't feed the birds. But they can feed themselves.,"200067, 200087, 200088","Draw a map of the zoo.
Show where each animal lives.
Draw the food that the zookeeper would feed to each animal.
Write a sign that says, ""Do not feed the animals.""",27,"at, the, no, said",3,"Making Inferences, Recognising Bias and Prejudice",General Narrative,,,,,
200091,ebook,My Balloon Man,"A girl makes a balloon man using craft paper cardboard and a balloon. Word Study - High-frequency words: a, at, big, has, little, Look, my, My, He, on, - Punctuation: full stops, exclamation mark, capital letters, - Phonics and phonemic awareness: - - M, m - My, man, mouth, my, - - b - balloon, big, body, - - h - hands, has, he, his, - - l - lands, look, - - onsets and rimes - h/ands, m/an, , Skills and Strategies - Reading My Balloon Man will reinforce the following objectives and give the children the opportunity to: - identify and read high-frequency words in context, - emphasise left-to-right movement to reinforce directionality, - use visual cues to monitor that reading is making sense, - select information from the story for a specific purpose, Materials - copies of words and punctuation for this book from page 128, - copies of BLM, markers, pencils, - balloons, craft paper, cardboard, glue or tape. For more information please see our Lesson Plan.",my-balloon-man,publish,eBook,,Red (Levels 3-5),a-Kindergarten,Non-fiction,Art and activity,Non-fiction,Comparing and contrasting|Determining author's purpose|Drawing conclusions,b-5,16,59,"Comparing and contrasting, Drawing conclusions, Determining author's purpose",,"A boy helps his sister to make a balloon man. When they throw it up into the air, something funny happens.","200107, 200115, 200079","Make your own balloon man with big feet.
You will need:
&bull; some glue and scissors
&bull; some cardboard and a balloon.
Does your balloon man land on his feet?",28,"my, has, a, big, little, look, at, my, he, on",4,"Compare and Contrast, Making Inferences, Recognising Bias and Prejudice",Non-Fiction,,,,,
200092,ebook,Poor Puppy!,"Puppy runs away with various items from around the house including a very prickly rose bush!  Word Study - High-frequency words: The, away, with, the, - Punctuation: full stops, exclamation marks, capital letters, - Phonics and phonemic awareness: - - P, p - Poor, Puppy, puppy, - - Th, th - The, the, with, - - onsets and rimes - tr/uck, d/uck;  h/at, m/at, , Skills and Strategies - Reading Poor Puppy will reinforce the following objectives and give the children the opportunity to: - use knowledge of onset and rime to create new words, - understand that the text must make sense and use cues to monitor this, - read stories and rhymes independently, - use text as a model for writing, Materials - copies of words and punctuation for this book from page 139, - copies of BLM, pencils, markers, - a large sheet of paper, smaller sheets of paper, crayons, dye, black waterproof markers. For more information please see our Lesson Plan.",poor-puppy,publish,eBook,,Red (Levels 3-5),a-Kindergarten,General narrative,Animals birds and insects,Fiction,Discussing point of view|Making judgments|Summarising,b-5,16,54,"Summarising, Making judgments, Discussing point of view",,"This is a poem. Puppy likes to run away with things. He takes the toys and the mat. Why does he say, ""Ouch?""","200085, 200088, 200087","""Hose"" and ""nose"" are rhyming words.
Write two more lines for this poem about the puppy.
Make the last word on each line a rhyming word.
The puppy ran away with the __________.
The puppy ran away with the __________.",29,"the, away, with, the",3,Summarising,General Narrative,,,,,
200093,ebook,Here I Am,"A family are ready to go out but before they leave they have to find one of the children.  Building Basic Skills - High-frequency words - Here, I, Am, is, looking, for, me, here, am, - Content words - Mum, Dad, Adam, Jody, Kim, Sam, - Repeated phrase - is looking for me, - Phonics and phonemic awareness - M (Mum), m (me, Mum, Kim, Adam, Sam, am), D (Dad), d (Dad, Adam, Jody);  word ending -ing (looking), - Punctuation - full stops, capital letters, exclamation marks - Special Feature - Same words used in different sentence structures on pages 14 and 1six, Skills and Strategies - Here I Am! can be used to introduce and reinforce: - encouraging children to read using expression to increase understanding, - reading a variety of simple high-frequency words in context, - responding to simple questions about the story content, - writing using the conventions of capital letters and periods., Materials - copies of words and punctuation for this book from page 92 (cut and ready for use), - copies of BLM, markers, pencil, - family photograph or picture, - word cards for ""m"" and ""d"" words, two large hoops, - magnetic letters, - old magazines, glue, scissors paper. For more information please see our Lesson Plan.",here-i-am,publish,eBook,,Magenta (Levels 1-2),a-Kindergarten,Non-fiction,Family,Non-fiction,Exploring text structure|Sequencing|Summarising,a-4-5,16,39,"Sequencing, Exploring text structure, Summarising",,Everyone is looking for me. Mum can't find me. Dad can't find me. Even Sam the dog can't find me. Where do you think I am?,"200094, 200097","Everyone is looking for the girl.
Where does Dad look?
Where does Mum look?
Write down three places that you would look.",30,"I, am, is, looking, for, me, here",2,"Sequencing, Summarising",Non-Fiction,,,,,
200094,ebook,My Family,"A girl and her family clean their car together. Building Basic Skills -High-frequency words - My, This, is, my, and, me - Content words - Family, mum, dad, sister, brother, family - Repeated phrase - This is my Phonics and phonemic awareness - M (My), m (mom, me);  word ending -er (sister, brother) Punctuation - full stops, capital letters, exclamation mark Skills and Strategies - My Family can be used to introduce and reinforce: - sharing own experiences related to the content of the story, - monitoring reading and ensuring that it is making sense using meaning, structural, and visual information from the story, - reading a variety of simple high-frequency words in context, - collecting information related to the story and sharing it with others Materials - questions chart, copies of words and punctuation for this book from page 93 (cut and ready for use), copies of BLM, markers, pencil, - paper, - glue, crayons, stencils (To make stencils,write words in large letters on a piece of cardboard 3-4 inches tall. This will need to be prepared in time to dry and harden before the lesson. For more information please see our Lesson Plan.",my-family,publish,eBook,,Magenta (Levels 1-2),a-Kindergarten,Non-fiction,Communication|Humour|Relationships,Non-fiction,Determining main ideas|Making predictions|Summarising,a-4-5,16,48,"Making predictions, Determining main ideas, Summarising",,It's time to clean the car. Mum helps. Dad helps. My sister helps. The whole family helps!,"200093, 200097","Make a book about your family.
Draw a picture of each person.
Write a sentence under each picture.
""This is  ________.""",31,"my, this, is, and, me",2,"Making Predictions, Finding Main Ideas, Summarising",Non-Fiction,,,,,
200095,ebook,Line Dancing,"A girl dresses to go line dancing. Building Basic Skills - High-frequency words - I, on, my, go, - Content words - Line  dancing, shirt, waistcoat, belt, boots, hat, grin - Repeated phrase - I put on my, - Phonics and phonemic awareness -  b (boots, belt) t (put, shirt, waistcoat, belt, boots, hat), - Punctuation - full stops, capital letters, Skills and Strategies Line Dancing can be used to introduce and reinforce: - hearing the individual sounds in words, - reading a variety of simple high-frequency words in context, - retelling the sequence of the story using own words, - writing using the conventions of capital letters and full stops Materials - copies of words and punctuation for this book from page 91 cut and ready for use, - copies of BLM, scissors, glue, pencil, - dance music tape/CD player, - paper, markers, or paint",line-dancing,publish,eBook,,Magenta (Levels 1-2),a-Kindergarten,Non-fiction,Leisure and recreation,Non-fiction,Determining main ideas|Drawing conclusions|Making predictions,a-4-5,16,41,"Making predictions, Determining main ideas, Drawing conclusions",,"I'm getting dressed up. I put on a hat,  some boots, and a belt. What am I going to do?","200098, 200096, 200105","The girl in this book puts on special clothes.
Draw a picture of the girl.
Write a label for each thing she is wearing.
Make sure you label her grin.",32,"I, on, my, go",2,"Making Predictions, Finding Main Ideas, Making Inferences",Non-Fiction,,,,,
200096,ebook,The Clown,"A girl dresses up in a clown costume. Building Basic Skills - High-frequency words - The, Look, at, my, me, - Content words - Clown, pants, shirt, flower, shoes, wig, hat, face, - Repeated phrase - Look, at, my, - Phonics and phonemic awareness - L (Look), m (my, me), sh (shirt, shoes), - Punctuation - full stops, capital letters, exclamation mark Skills and Strategies - The Clown can be used to introduce and reinforce: - creating artwork or a piece of writing related to the text, - reading a variety of simple high-frequency words in context, - identifying onset and rime within words practising writing using rhyme and rhythm, Materials - copies of words and punctuation for this book from page 91( cut and ready for use), - copies of BLM, pencil, markers, - prepared word cards - ""The"", ""Look"", ""at"", ""my"", ""me"", - sand pits - paper, paint, or markers. For more information please see our Lesson Plan.",the-clown,publish,eBook,,Magenta (Levels 1-2),a-Kindergarten,General narrative,Humour|Maths,Fiction,Determining author's purpose|Determining main ideas|Summarising,a-4-5,16,33,"Determining author's purpose, Determining main ideas, Summarising",,"How do you dress up as a clown? You need a hat, a flower, and some big shoes. Don't forget the red nose!","200095, 200103, 200105","Did you guess that the girl would be a clown?
Draw a picture of the clown.
Use the words below to make labels for your picture:
pants, shirt, flower, shoes, wig, hat",33,"the, look, at, my, me",2,"Recognising Bias and Prejudice, Finding Main Ideas, Summarising",General Narrative,,,,,
200097,ebook,A Friend for Me,"This story is about a girl and the things she uses to care for her dog.  Building Basic Skills - High-frequency words - A, for, Me, you, me, - Content words - Friend, bed, rug, dish, bone, collar, leash, ball, friend, - Repeated phrase - A ... for you, - Phonics and phonemic awareness - b (bed, bone, ball) f (for, friend), - Punctuation - full stops, capital letters, Skills and Strategies - A Friend for Me can be used to introduce and reinforce: - monitoring reading and ensuring that it is making sense using meaning structural and visual information from the story, - reading a variety of simple high-frequency words in context, - writing labels for a specific purpose, - responding to simple questions about the story content, Materials - copies of words and punctuation for this book from page 95 (cut and ready for use), - copies of BLM, pencil, scissors, glue, markers, - items used for caring for a dog, - play dough, - paper, markers. For more information please see our Lesson Plan.",a-friend-for-me,publish,eBook,,Magenta (Levels 1-2),a-Kindergarten,Non-fiction,Animals birds and insects|Relationships|Responsibility,Non-fiction,Determining author's purpose|Making connections|Using graphic sources,a-4-5,16,52,"Making connections, Using graphic sources, Determining author's purpose",,"What does the dog need? He needs a bed,  a bone, and lots of other things. What does the girl need?","200101, 200100","The girl gives lots of things to her pet dog.
Imagine you have a pet dog. Draw a picture.
Now write down three things 
you would give to your dog.",34,"a, here, is, for, me, you",2,"Making Connections, Recognising Bias and Prejudice",Non-Fiction,,,,,
200098,ebook,The Box,"Two children play with a box and use their imaginations to create various objects. Building Basic Skills - High-frequency words - The, It, is, a, - Content words - Box, boat, bed, shop, car, bus, house, plane, broken, - Repeated phrase - It is a, - Phonics and phonemic awareness - B (Box), b (boat, bed, bus, broken), c (car), h (house), - Punctuation - full stops, capital letters, exclamation mark Skills and Strategies - The Box can be used to introduce and reinforce: - responding to simple questions about the story content, - monitoring reading and ensuring that it is making sense, using meaning, structural, and visual information from the story, - writing a story that incorporates a similar model to that of the book recognising the relationship between letters and their sounds., Materials - copies of words and punctuation for this book from page 94 (cut and ready for use), - copies of BLM, pencil, markers, - large cardboard box selection of books, - variety of cardboard boxes, craft material. For more information please see our Lesson Plan.",the-box,publish,eBook,,Magenta (Levels 1-2),a-Kindergarten,Non-fiction,Art and activity,Non-fiction,Determining author's purpose|Determining main ideas|Summarising,a-4-5,16,33,"Determining author's purpose, Determining main ideas, Summarising",,It's fun to play with a big box. You can make all kinds of things. But be careful. The box might break!,"200103, 200105, 200104","The children use the box to make lots of things.
Draw two things you would make from the box.
Write a sentence for each thing.
It is a ________.
It is a ________.",35,"the, it, is, a",2,"Recognising Bias and Prejudice, Finding Main Ideas, Summarising",Non-Fiction,,,,,
200099,ebook,I Like Rice,"A narrative telling what various children like to eat with rice. Building Basic Skills - High-frequency words - I, Like, like, with, We, - Content words - Rice, rice, beans, fish, chilli, chicken, sausage, tomato, - Repeated phrase - I like rice with, - Phonics and phonemic awareness -r (rice), t (tomato), ch (chilli chicken), - Punctuation - full stops, capital letters, exclamation mark. Skills and Strategies - I Like Rice can be used to introduce and reinforce: - hearing the individual sounds in words, - monitoring reading and ensuring that it is making sense using meaning structural and visual information from the story, - sharing own experiences related to the content of the story, - practising reading own writing to an audience, Materials - copies of words and punctuation for this book from page 95 (cut and ready for use), - copies of BLM, pencil, rice, glue, markers, - rice, - magazines, large piece of paper, glue, - coloured paper. For more information please see our Lesson Plan.",i-like-rice,publish,eBook,,Magenta (Levels 1-2),a-Kindergarten,Non-fiction,Food,Non-fiction,Determining importance|Making predictions,a-4-5,16,39,"Making predictions, Determining importance, Making predictions",,Rice is nice. These children like to eat rice with different things. What do you like to eat with rice?,"200072, 200081","What do you like to eat with rice?
What does your family like to eat with rice?
Finish the sentences.
I like rice with _______.
We like rice with ______.
Ask if you can help cook rice for dinner.",36,"I, like, with, we",2,"Making Predictions, Making Predictions",Non-Fiction,,,,,
200100,ebook,My Friend,"This story tells of many things that you can do with a friend. Building Basic Skills - High-frequency words - My, I, with, is, my - Content words - Friend, read, Andy, write, draw, count, run, jump, sing, friend - Repeated phrase - I, with Andy Phonics and phonemic awareness - r (read, run), d Friend draw, Andy, read) Punctuation - full stops, capital letters Skills and Strategies My Friend can be used to introduce and reinforce: - developing an awareness of the directionality of the print on each page , - creating artwork or a piece of writing relating to the text, -writing using the conventions of letters and full stops, - sharing own experiences related to the content of the story Materials - copies of words and punctuation for this book from page 96 (cut and ready for use), copies of BLM, markers, glue, pencil, - paper, markers, pencil, - large paper, play dough. For more information please see our Lesson Plan.",my-friend,publish,eBook,,Magenta (Levels 1-2),a-Kindergarten,Non-fiction,Relationships,Non-fiction,Asking and answering questions|Forming opinions|Making inferences|Making predictions,a-4-5,16,34,"Forming opinions, Making inferences, Making predictions, Asking and answering questions",,What do you do with your friends? This girl has a friend named Andrew. They do everything together.,"200094, 200097","Andrew is a good friend. Who is a good friend for you?
Think of four things you do with your friend.
Write each thing in a sentence like the one below.
I _______ with my friend.",112,"my, I, with, is",2,"Distinguishing, Making Inferences, Making Predictions, Questioning",Non-Fiction,,,,,
200101,ebook,Ruff and Me,"A boy compares his facial features with his dog's. Building Basic Skills - High-frequency words - and, Me, Here, are, my, I, am, we, - Content words - Ruff, Ruff's, eyes, ears, teeth, - Repeated phrases - Here are my&bull;  Here are Ruff's, - Phonics and phonemic awareness - M (Me), m (my);  plural ""s"" on nouns, - Punctuation - full stops, capital letters, apostrophes, Skills and Strategies - Ruff and Me can be used to introduce and reinforce: - reading a variety of simple high-frequency words in context, - responding to simple questions about the story content, - creating artwork or a piece of writing related to the text, - writing labels for a specific purpose, Materials - copies of words and punctuation for this book from page 97 (cut and ready for use), - copies of BLM, pencil, markers, - old magazines, scissors, glue, card, - markers and large paper or pavement chalk. For more information please see our Lesson Plan.",ruff-and-me,publish,eBook,,Magenta (Levels 1-2),a-Kindergarten,Non-fiction,Animals birds and insects|Relationships,Non-fiction,Following instructions|Making connections|Making predictions,a-4-5,16,33,"Making connections, Making predictions, Following instructions",,I love my dog. His name is Ruff. We both have ears and eyes and a nose. But we  don't look the same.,"200097, 200100, 200075","Draw a picture of yourself with your pet.
If you don't have a pet, imagine you have a pet.  
Add labels for:
&bull; eyes
&bull; ears
&bull; teeth
&bull; nose.",37,"and, me, here, are, my, I, am, we",2,"Making Connections, Making Predictions",Non-Fiction,,,,,
200103,ebook,My Painting,"A girl paints a picture of herself in her own community. Building Basic Skills - High-frequency words - My, Look, my, me, - Content words - Painting, sky, plane, bridge, street, bus, car, dog, - Repeated phrase - Look, at, my, - Phonics and phonemic awareness - L (Look), m (me my), s (sky street), P (Painting) p (plane), - Punctuation - full stops, capital letters, exclamation mark Skills and Strategies - My Painting can be used to introduce and reinforce: - creating artwork or a piece of writing related to the text, - using knowledge of letters and sounds to recognise simple consonant-vowel-consonant words, - predicting the story line using illustrations from the book, - writing using the conventions of capital letters and full stops Materials - copies of words and punctuation for this book from page 88 cut and ready for use, - copies of BLM, pencil, markers, - children's artwork, - water-based paint, painting shirts/ aprons, wipeable tabletop, - paint, paint brushes, large paper. For more information please see our Lesson Plan.",my-painting,publish,eBook,,Magenta (Levels 1-2),a-Kindergarten,Non-fiction,Art and activity,Non-fiction,Determining author's purpose|Drawing conclusions|Making inferences,a-4-5,16,33,"Making inferences, Drawing conclusions, Determining author's purpose",,Can you tell what the girl in this book is painting? She paints the sky. She paints a street. What does she paint last of all?,"200098, 200105, 200104","Draw a picture of your neighbourhood.
Draw your street and the sky.
What else can you draw in your picture?
Share your picture with your family.",38,"my, look, me",2,"Making Inferences, Recognising Bias and Prejudice",Non-Fiction,,,,,
200104,ebook,The Present,"A child shows how to make a card for a present.  Building Basic Skills - High-frequency words - The, Here, is, the, a, for, you, - Content words - Present, paper, pencil, cake, glue, candle, hole, ribbon, present, - Repeated phrases - Here, is, a;  Here, is, the, - Phonics and phonemic awareness - p (paper, pencil, present), c (cake, candle), - Punctuation - capital letters, full stops - Special Feature - procedural text, Skills and Strategies - The Present can be used to introduce and reinforce: - predicting the story line using illustrations from the book, - retelling the sequence of the story using own words, - rereading the text at difficulty and searching for meaning, - writing new words independently by hearing and recording the sounds in sequence, Materials - copies of words and punctuation for this book from page 88 (cut and ready for use), - copies of BLM, markers, pencil, - paper, ribbon, glue, scissors, - magnetic letters. For more information please see our Lesson Plan.",the-present,publish,eBook,,Magenta (Levels 1-2),a-Kindergarten,Non-fiction,Art and activity|Celebrations,Non-fiction,Determining author's purpose|Drawing conclusions|Making inferences,a-4-5,16,36,"Making inferences, Drawing conclusions, Determining author's purpose",,A card can be a good present. This boy shows you how he makes a birthday card for his dad.,"200103, 200098","Make a present for someone in your family.
Follow the steps in the book.
Write on the present:
To ______  
From _______",39,"the, here, is, a, for, you",2,"Making Inferences, Recognising Bias and Prejudice",Non-Fiction,,,,,
200105,ebook,The Sandcastle,"A girl makes a sandcastle that is washed away when the tide comes in.  Building Basic Skills - High-frequency words - The, Here, is, the, - Content words - Sandcastle, bucket, spade, water, sand, shell, flag, sandcastle, sea, - Repeated phrase - Here is the, - Phonics and phonemic awareness - S (Sandcastle), s (sand, sea, sandcastle), l  (shell), - Punctuation - full stops, capital letters, exclamation mark - Special Feature - Procedural text Skills and Strategies - The Sandcastle can be used to introduce and reinforce: - reading a variety of simple high-frequency words in context, - creating artwork or a piece of writing related to the text, - sharing ideas about the story with others in the group, - writing a story that incorporates a similar model to that of the book Materials - copies of words and punctuation for this book from page 89 (cut and ready for use), - copies of BLM, pencil, markers, - sand tray, buckets, spades, decorations for sandcastles, water, - paper, markers, glue, sand, - T-charts labelled ""s"" and ""sh"", For more information please see our Lesson Plan.",the-sandcastle,publish,eBook,,Magenta (Levels 1-2),a-Kindergarten,Non-fiction,Leisure and recreation,Non-fiction,Determining cause and effect|Using graphic sources,a-4-5,16,34,"Determining cause and effect, Using graphic sources",,This girl makes a sandcastle. She puts a shell on it and a flag too. What happens when the tide comes in?,"200103, 200098","Draw a picture of a sandcastle that you
would like to make.
Draw all the things that you need to make it.
Write some sentences for your picture that begin like this:
Here is the _______.",115,"the, here, is",2,Recognising Cause and Effect,Non-Fiction,,,,,
